# Run(50) parameters:
	n_epochs=50,
	lr=0.001,
	lr_decay=0.8,
	weight_decay=0.0005,
	cv_layers=[2, 3, 4, 5],
{'fold': 6, 'epoch': 30, 'train_loss': 1.1607880592346191, 'val_loss': 1.094334602355957, 'test_acc': 0.6326530575752258}
{'fold': 6, 'epoch': 40, 'train_loss': 0.8343847990036011, 'val_loss': 0.8136274218559265, 'test_acc': 0.6326530575752258}
{'fold': 6, 'epoch': 50, 'train_loss': 0.5675681233406067, 'val_loss': 0.6338388323783875, 'test_acc': 0.7346938848495483}
{'fold': 7, 'epoch': 10, 'train_loss': 1.8544577360153198, 'val_loss': 1.832232117652893, 'test_acc': 0.30612245202064514}
{'fold': 7, 'epoch': 20, 'train_loss': 1.658469796180725, 'val_loss': 1.61054265499115, 'test_acc': 0.30612245202064514}
{'fold': 7, 'epoch': 30, 'train_loss': 1.3054568767547607, 'val_loss': 1.2229803800582886, 'test_acc': 0.5714285969734192}
{'fold': 7, 'epoch': 40, 'train_loss': 0.7723234295845032, 'val_loss': 0.7939602732658386, 'test_acc': 0.7551020383834839}
{'fold': 7, 'epoch': 50, 'train_loss': 0.4233914911746979, 'val_loss': 0.5713521242141724, 'test_acc': 0.795918345451355}
{'fold': 8, 'epoch': 10, 'train_loss': 1.8746622800827026, 'val_loss': 1.8455798625946045, 'test_acc': 0.30612245202064514}
{'fold': 8, 'epoch': 20, 'train_loss': 1.6918267011642456, 'val_loss': 1.62482750415802, 'test_acc': 0.30612245202064514}
{'fold': 8, 'epoch': 30, 'train_loss': 1.3880319595336914, 'val_loss': 1.3379017114639282, 'test_acc': 0.5714285969734192}
{'fold': 8, 'epoch': 40, 'train_loss': 0.9501786231994629, 'val_loss': 0.9569216966629028, 'test_acc': 0.6938775777816772}
{'fold': 8, 'epoch': 50, 'train_loss': 0.595722496509552, 'val_loss': 0.6801450252532959, 'test_acc': 0.7551020383834839}
{'fold': 9, 'epoch': 10, 'train_loss': 1.8792048692703247, 'val_loss': 1.8407812118530273, 'test_acc': 0.30612245202064514}
{'fold': 9, 'epoch': 20, 'train_loss': 1.6501749753952026, 'val_loss': 1.5715687274932861, 'test_acc': 0.30612245202064514}
{'fold': 9, 'epoch': 30, 'train_loss': 1.2220638990402222, 'val_loss': 1.134247899055481, 'test_acc': 0.4693877696990967}
{'fold': 9, 'epoch': 40, 'train_loss': 0.8081551790237427, 'val_loss': 0.758732259273529, 'test_acc': 0.7346938848495483}
{'fold': 9, 'epoch': 50, 'train_loss': 0.48603537678718567, 'val_loss': 0.6774532794952393, 'test_acc': 0.8163265585899353}
Val Loss: 0.7439, Test Accuracy: 0.762 +/- 0.034, Duration: 6.867
Model(11) results: accuracy=0.762, std=0.034, n_layers=4, n_hidden=128
Best Model(3) results: accuracy=0.807, std=0.044, n_layers=2, n_hidden=128

# Evaluating model(12): n_layers=5, n_hidden=16
{'fold': 0, 'epoch': 10, 'train_loss': 1.966813325881958, 'val_loss': 1.9664994478225708, 'test_acc': 0.07999999821186066}
{'fold': 0, 'epoch': 20, 'train_loss': 1.9469395875930786, 'val_loss': 1.9506170749664307, 'test_acc': 0.1599999964237213}
{'fold': 0, 'epoch': 30, 'train_loss': 1.9287240505218506, 'val_loss': 1.9217424392700195, 'test_acc': 0.1599999964237213}
{'fold': 0, 'epoch': 40, 'train_loss': 1.8773677349090576, 'val_loss': 1.8680282831192017, 'test_acc': 0.1599999964237213}
{'fold': 0, 'epoch': 50, 'train_loss': 1.7835023403167725, 'val_loss': 1.7808520793914795, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 10, 'train_loss': 1.9995770454406738, 'val_loss': 1.9904184341430664, 'test_acc': 0.05999999865889549}
{'fold': 1, 'epoch': 20, 'train_loss': 1.9726260900497437, 'val_loss': 1.9626187086105347, 'test_acc': 0.14000000059604645}
{'fold': 1, 'epoch': 30, 'train_loss': 1.92789888381958, 'val_loss': 1.9295971393585205, 'test_acc': 0.07999999821186066}
{'fold': 1, 'epoch': 40, 'train_loss': 1.865155577659607, 'val_loss': 1.8691827058792114, 'test_acc': 0.20000000298023224}
{'fold': 1, 'epoch': 50, 'train_loss': 1.75786292552948, 'val_loss': 1.78090238571167, 'test_acc': 0.3400000035762787}
{'fold': 2, 'epoch': 10, 'train_loss': 1.9763710498809814, 'val_loss': 1.9726213216781616, 'test_acc': 0.05999999865889549}
{'fold': 2, 'epoch': 20, 'train_loss': 1.9576427936553955, 'val_loss': 1.956636905670166, 'test_acc': 0.05999999865889549}
{'fold': 2, 'epoch': 30, 'train_loss': 1.9261821508407593, 'val_loss': 1.9365161657333374, 'test_acc': 0.05999999865889549}
{'fold': 2, 'epoch': 40, 'train_loss': 1.9063540697097778, 'val_loss': 1.9052205085754395, 'test_acc': 0.30000001192092896}
{'fold': 2, 'epoch': 50, 'train_loss': 1.8332618474960327, 'val_loss': 1.8443894386291504, 'test_acc': 0.3400000035762787}
{'fold': 3, 'epoch': 10, 'train_loss': 1.974064826965332, 'val_loss': 1.9742498397827148, 'test_acc': 0.1599999964237213}
{'fold': 3, 'epoch': 20, 'train_loss': 1.9652601480484009, 'val_loss': 1.9565925598144531, 'test_acc': 0.1599999964237213}
{'fold': 3, 'epoch': 30, 'train_loss': 1.9354432821273804, 'val_loss': 1.9295748472213745, 'test_acc': 0.23999999463558197}
{'fold': 3, 'epoch': 40, 'train_loss': 1.8903720378875732, 'val_loss': 1.88460111618042, 'test_acc': 0.3199999928474426}
{'fold': 3, 'epoch': 50, 'train_loss': 1.8114707469940186, 'val_loss': 1.8123234510421753, 'test_acc': 0.30000001192092896}
{'fold': 4, 'epoch': 10, 'train_loss': 1.9800136089324951, 'val_loss': 1.9763023853302002, 'test_acc': 0.11999999731779099}
{'fold': 4, 'epoch': 20, 'train_loss': 1.9645973443984985, 'val_loss': 1.9670008420944214, 'test_acc': 0.11999999731779099}
{'fold': 4, 'epoch': 30, 'train_loss': 1.9553229808807373, 'val_loss': 1.9539992809295654, 'test_acc': 0.23999999463558197}
{'fold': 4, 'epoch': 40, 'train_loss': 1.9329484701156616, 'val_loss': 1.932814359664917, 'test_acc': 0.23999999463558197}
{'fold': 4, 'epoch': 50, 'train_loss': 1.8822026252746582, 'val_loss': 1.8908859491348267, 'test_acc': 0.23999999463558197}
{'fold': 5, 'epoch': 10, 'train_loss': 1.8906611204147339, 'val_loss': 1.8969508409500122, 'test_acc': 0.1599999964237213}
{'fold': 5, 'epoch': 20, 'train_loss': 1.8753305673599243, 'val_loss': 1.8839219808578491, 'test_acc': 0.4399999976158142}
{'fold': 5, 'epoch': 30, 'train_loss': 1.8562126159667969, 'val_loss': 1.8614245653152466, 'test_acc': 0.4399999976158142}
{'fold': 5, 'epoch': 40, 'train_loss': 1.8178248405456543, 'val_loss': 1.8244640827178955, 'test_acc': 0.4399999976158142}
{'fold': 5, 'epoch': 50, 'train_loss': 1.760570764541626, 'val_loss': 1.7543487548828125, 'test_acc': 0.41999998688697815}
{'fold': 6, 'epoch': 10, 'train_loss': 1.9903383255004883, 'val_loss': 1.982523798942566, 'test_acc': 0.040816325694322586}
{'fold': 6, 'epoch': 20, 'train_loss': 1.9653950929641724, 'val_loss': 1.958112359046936, 'test_acc': 0.06122449040412903}
{'fold': 6, 'epoch': 30, 'train_loss': 1.9210033416748047, 'val_loss': 1.9205065965652466, 'test_acc': 0.16326530277729034}
{'fold': 6, 'epoch': 40, 'train_loss': 1.86531662940979, 'val_loss': 1.8539353609085083, 'test_acc': 0.4693877696990967}
{'fold': 6, 'epoch': 50, 'train_loss': 1.7524197101593018, 'val_loss': 1.743807315826416, 'test_acc': 0.3877550959587097}
{'fold': 7, 'epoch': 10, 'train_loss': 1.9279494285583496, 'val_loss': 1.92713463306427, 'test_acc': 0.18367347121238708}
{'fold': 7, 'epoch': 20, 'train_loss': 1.9078458547592163, 'val_loss': 1.906191110610962, 'test_acc': 0.5102040767669678}
{'fold': 7, 'epoch': 30, 'train_loss': 1.8799803256988525, 'val_loss': 1.8750345706939697, 'test_acc': 0.4693877696990967}
{'fold': 7, 'epoch': 40, 'train_loss': 1.8354690074920654, 'val_loss': 1.8303277492523193, 'test_acc': 0.4897959232330322}
{'fold': 7, 'epoch': 50, 'train_loss': 1.774134635925293, 'val_loss': 1.75553297996521, 'test_acc': 0.5306122303009033}
{'fold': 8, 'epoch': 10, 'train_loss': 1.9822043180465698, 'val_loss': 1.9805492162704468, 'test_acc': 0.10204081982374191}
{'fold': 8, 'epoch': 20, 'train_loss': 1.9552137851715088, 'val_loss': 1.9534831047058105, 'test_acc': 0.10204081982374191}
{'fold': 8, 'epoch': 30, 'train_loss': 1.9153457880020142, 'val_loss': 1.9141916036605835, 'test_acc': 0.12244898080825806}
{'fold': 8, 'epoch': 40, 'train_loss': 1.8654401302337646, 'val_loss': 1.8631623983383179, 'test_acc': 0.3265306055545807}
{'fold': 8, 'epoch': 50, 'train_loss': 1.7881898880004883, 'val_loss': 1.7771998643875122, 'test_acc': 0.3469387888908386}
{'fold': 9, 'epoch': 10, 'train_loss': 1.9420547485351562, 'val_loss': 1.935525894165039, 'test_acc': 0.16326530277729034}
{'fold': 9, 'epoch': 20, 'train_loss': 1.9239329099655151, 'val_loss': 1.9106454849243164, 'test_acc': 0.3265306055545807}
{'fold': 9, 'epoch': 30, 'train_loss': 1.8871073722839355, 'val_loss': 1.8665939569473267, 'test_acc': 0.30612245202064514}
{'fold': 9, 'epoch': 40, 'train_loss': 1.831899642944336, 'val_loss': 1.787835717201233, 'test_acc': 0.30612245202064514}
{'fold': 9, 'epoch': 50, 'train_loss': 1.7339072227478027, 'val_loss': 1.660871982574463, 'test_acc': 0.30612245202064514}
Val Loss: 1.7801, Test Accuracy: 0.349 +/- 0.082, Duration: 3.533
Model(12) results: accuracy=0.349, std=0.082, n_layers=5, n_hidden=16
Best Model(3) results: accuracy=0.807, std=0.044, n_layers=2, n_hidden=128

# Evaluating model(13): n_layers=5, n_hidden=32
{'fold': 0, 'epoch': 10, 'train_loss': 1.9368380308151245, 'val_loss': 1.929200291633606, 'test_acc': 0.1599999964237213}
{'fold': 0, 'epoch': 20, 'train_loss': 1.8888416290283203, 'val_loss': 1.8823586702346802, 'test_acc': 0.20000000298023224}
{'fold': 0, 'epoch': 30, 'train_loss': 1.8078256845474243, 'val_loss': 1.7723857164382935, 'test_acc': 0.2800000011920929}
{'fold': 0, 'epoch': 40, 'train_loss': 1.6766088008880615, 'val_loss': 1.6142868995666504, 'test_acc': 0.3799999952316284}
{'fold': 0, 'epoch': 50, 'train_loss': 1.482017993927002, 'val_loss': 1.4485965967178345, 'test_acc': 0.4000000059604645}
{'fold': 1, 'epoch': 10, 'train_loss': 1.8935952186584473, 'val_loss': 1.8961693048477173, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 20, 'train_loss': 1.86516535282135, 'val_loss': 1.8713979721069336, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 30, 'train_loss': 1.7895106077194214, 'val_loss': 1.8178881406784058, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 40, 'train_loss': 1.6687684059143066, 'val_loss': 1.7310490608215332, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 50, 'train_loss': 1.4719158411026, 'val_loss': 1.656306505203247, 'test_acc': 0.4000000059604645}
{'fold': 2, 'epoch': 10, 'train_loss': 1.9436664581298828, 'val_loss': 1.9388411045074463, 'test_acc': 0.11999999731779099}
{'fold': 2, 'epoch': 20, 'train_loss': 1.91600501537323, 'val_loss': 1.907199501991272, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 30, 'train_loss': 1.8293920755386353, 'val_loss': 1.8217500448226929, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 40, 'train_loss': 1.738331913948059, 'val_loss': 1.7224700450897217, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 50, 'train_loss': 1.5746591091156006, 'val_loss': 1.5797497034072876, 'test_acc': 0.2800000011920929}
{'fold': 3, 'epoch': 10, 'train_loss': 1.9361121654510498, 'val_loss': 1.935937523841858, 'test_acc': 0.11999999731779099}
{'fold': 3, 'epoch': 20, 'train_loss': 1.9221960306167603, 'val_loss': 1.9209121465682983, 'test_acc': 0.11999999731779099}
{'fold': 3, 'epoch': 30, 'train_loss': 1.8857120275497437, 'val_loss': 1.8850778341293335, 'test_acc': 0.2199999988079071}
{'fold': 3, 'epoch': 40, 'train_loss': 1.804093360900879, 'val_loss': 1.7891578674316406, 'test_acc': 0.30000001192092896}
{'fold': 3, 'epoch': 50, 'train_loss': 1.6778358221054077, 'val_loss': 1.6210864782333374, 'test_acc': 0.36000001430511475}
{'fold': 4, 'epoch': 10, 'train_loss': 1.8997585773468018, 'val_loss': 1.902037501335144, 'test_acc': 0.2800000011920929}
{'fold': 4, 'epoch': 20, 'train_loss': 1.8675646781921387, 'val_loss': 1.8756768703460693, 'test_acc': 0.2800000011920929}
{'fold': 4, 'epoch': 30, 'train_loss': 1.8000993728637695, 'val_loss': 1.8122230768203735, 'test_acc': 0.3199999928474426}
{'fold': 4, 'epoch': 40, 'train_loss': 1.636864423751831, 'val_loss': 1.6621522903442383, 'test_acc': 0.5}
{'fold': 4, 'epoch': 50, 'train_loss': 1.4014438390731812, 'val_loss': 1.4592798948287964, 'test_acc': 0.5400000214576721}
{'fold': 5, 'epoch': 10, 'train_loss': 1.9415796995162964, 'val_loss': 1.9367074966430664, 'test_acc': 0.14000000059604645}
{'fold': 5, 'epoch': 20, 'train_loss': 1.9057711362838745, 'val_loss': 1.9008899927139282, 'test_acc': 0.2800000011920929}
{'fold': 5, 'epoch': 30, 'train_loss': 1.8386231660842896, 'val_loss': 1.8236796855926514, 'test_acc': 0.30000001192092896}
{'fold': 5, 'epoch': 40, 'train_loss': 1.7385820150375366, 'val_loss': 1.6817402839660645, 'test_acc': 0.30000001192092896}
{'fold': 5, 'epoch': 50, 'train_loss': 1.5983718633651733, 'val_loss': 1.5072304010391235, 'test_acc': 0.36000001430511475}
{'fold': 6, 'epoch': 10, 'train_loss': 1.9236040115356445, 'val_loss': 1.9264014959335327, 'test_acc': 0.30612245202064514}
{'fold': 6, 'epoch': 20, 'train_loss': 1.89881432056427, 'val_loss': 1.9035950899124146, 'test_acc': 0.30612245202064514}
{'fold': 6, 'epoch': 30, 'train_loss': 1.8367053270339966, 'val_loss': 1.8410502672195435, 'test_acc': 0.30612245202064514}
{'fold': 6, 'epoch': 40, 'train_loss': 1.699332356452942, 'val_loss': 1.6905272006988525, 'test_acc': 0.30612245202064514}
{'fold': 6, 'epoch': 50, 'train_loss': 1.5648248195648193, 'val_loss': 1.5264182090759277, 'test_acc': 0.4693877696990967}
{'fold': 7, 'epoch': 10, 'train_loss': 1.9271703958511353, 'val_loss': 1.9150420427322388, 'test_acc': 0.30612245202064514}
{'fold': 7, 'epoch': 20, 'train_loss': 1.8946723937988281, 'val_loss': 1.8804371356964111, 'test_acc': 0.30612245202064514}
{'fold': 7, 'epoch': 30, 'train_loss': 1.8214337825775146, 'val_loss': 1.8048244714736938, 'test_acc': 0.30612245202064514}
{'fold': 7, 'epoch': 40, 'train_loss': 1.6923940181732178, 'val_loss': 1.6255748271942139, 'test_acc': 0.3877550959587097}
{'fold': 7, 'epoch': 50, 'train_loss': 1.486884593963623, 'val_loss': 1.4013712406158447, 'test_acc': 0.3877550959587097}
{'fold': 8, 'epoch': 10, 'train_loss': 1.967284083366394, 'val_loss': 1.963112473487854, 'test_acc': 0.08163265138864517}
{'fold': 8, 'epoch': 20, 'train_loss': 1.9482319355010986, 'val_loss': 1.939576268196106, 'test_acc': 0.12244898080825806}
{'fold': 8, 'epoch': 30, 'train_loss': 1.9026228189468384, 'val_loss': 1.8817226886749268, 'test_acc': 0.5102040767669678}
{'fold': 8, 'epoch': 40, 'train_loss': 1.786179780960083, 'val_loss': 1.7071573734283447, 'test_acc': 0.4693877696990967}
{'fold': 8, 'epoch': 50, 'train_loss': 1.5362236499786377, 'val_loss': 1.4301633834838867, 'test_acc': 0.4693877696990967}
{'fold': 9, 'epoch': 10, 'train_loss': 1.9193938970565796, 'val_loss': 1.9087826013565063, 'test_acc': 0.44897958636283875}
{'fold': 9, 'epoch': 20, 'train_loss': 1.8594568967819214, 'val_loss': 1.8316559791564941, 'test_acc': 0.4285714328289032}
{'fold': 9, 'epoch': 30, 'train_loss': 1.7279014587402344, 'val_loss': 1.6482884883880615, 'test_acc': 0.44897958636283875}
{'fold': 9, 'epoch': 40, 'train_loss': 1.5253404378890991, 'val_loss': 1.482073426246643, 'test_acc': 0.44897958636283875}
{'fold': 9, 'epoch': 50, 'train_loss': 1.3550074100494385, 'val_loss': 1.371918797492981, 'test_acc': 0.4285714328289032}
Val Loss: 1.5002, Test Accuracy: 0.410 +/- 0.072, Duration: 4.204
Model(13) results: accuracy=0.410, std=0.072, n_layers=5, n_hidden=32
Best Model(3) results: accuracy=0.807, std=0.044, n_layers=2, n_hidden=128

# Evaluating model(14): n_layers=5, n_hidden=64
{'fold': 0, 'epoch': 10, 'train_loss': 1.8942477703094482, 'val_loss': 1.8834890127182007, 'test_acc': 0.2800000011920929}
{'fold': 0, 'epoch': 20, 'train_loss': 1.7858446836471558, 'val_loss': 1.752529501914978, 'test_acc': 0.2800000011920929}
{'fold': 0, 'epoch': 30, 'train_loss': 1.50743567943573, 'val_loss': 1.4413435459136963, 'test_acc': 0.3199999928474426}
{'fold': 0, 'epoch': 40, 'train_loss': 1.1670191287994385, 'val_loss': 1.0660053491592407, 'test_acc': 0.4399999976158142}
{'fold': 0, 'epoch': 50, 'train_loss': 0.9060614109039307, 'val_loss': 0.8759838938713074, 'test_acc': 0.5400000214576721}
{'fold': 1, 'epoch': 10, 'train_loss': 1.9320037364959717, 'val_loss': 1.929595947265625, 'test_acc': 0.1599999964237213}
{'fold': 1, 'epoch': 20, 'train_loss': 1.892450213432312, 'val_loss': 1.8911210298538208, 'test_acc': 0.3799999952316284}
{'fold': 1, 'epoch': 30, 'train_loss': 1.7260394096374512, 'val_loss': 1.7473483085632324, 'test_acc': 0.3199999928474426}
{'fold': 1, 'epoch': 40, 'train_loss': 1.419018030166626, 'val_loss': 1.4779874086380005, 'test_acc': 0.3799999952316284}
{'fold': 1, 'epoch': 50, 'train_loss': 1.100307822227478, 'val_loss': 1.2772789001464844, 'test_acc': 0.6399999856948853}
{'fold': 2, 'epoch': 10, 'train_loss': 1.9338711500167847, 'val_loss': 1.9292471408843994, 'test_acc': 0.18000000715255737}
{'fold': 2, 'epoch': 20, 'train_loss': 1.8683185577392578, 'val_loss': 1.8450809717178345, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 30, 'train_loss': 1.7043325901031494, 'val_loss': 1.6796209812164307, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 40, 'train_loss': 1.4545879364013672, 'val_loss': 1.4758884906768799, 'test_acc': 0.41999998688697815}
{'fold': 2, 'epoch': 50, 'train_loss': 1.2299013137817383, 'val_loss': 1.2470203638076782, 'test_acc': 0.5}
{'fold': 3, 'epoch': 10, 'train_loss': 1.9113870859146118, 'val_loss': 1.911088466644287, 'test_acc': 0.41999998688697815}
{'fold': 3, 'epoch': 20, 'train_loss': 1.8126811981201172, 'val_loss': 1.7976925373077393, 'test_acc': 0.2800000011920929}
{'fold': 3, 'epoch': 30, 'train_loss': 1.6107828617095947, 'val_loss': 1.5960065126419067, 'test_acc': 0.41999998688697815}
{'fold': 3, 'epoch': 40, 'train_loss': 1.385629653930664, 'val_loss': 1.4261863231658936, 'test_acc': 0.41999998688697815}
{'fold': 3, 'epoch': 50, 'train_loss': 1.1556637287139893, 'val_loss': 1.1920549869537354, 'test_acc': 0.46000000834465027}
{'fold': 4, 'epoch': 10, 'train_loss': 1.9564152956008911, 'val_loss': 1.951833963394165, 'test_acc': 0.25999999046325684}
{'fold': 4, 'epoch': 20, 'train_loss': 1.8751331567764282, 'val_loss': 1.8695571422576904, 'test_acc': 0.2800000011920929}
{'fold': 4, 'epoch': 30, 'train_loss': 1.7193609476089478, 'val_loss': 1.7040704488754272, 'test_acc': 0.2800000011920929}
{'fold': 4, 'epoch': 40, 'train_loss': 1.4789944887161255, 'val_loss': 1.6100547313690186, 'test_acc': 0.4399999976158142}
{'fold': 4, 'epoch': 50, 'train_loss': 1.3251553773880005, 'val_loss': 1.6547982692718506, 'test_acc': 0.5199999809265137}
{'fold': 5, 'epoch': 10, 'train_loss': 1.8881248235702515, 'val_loss': 1.8923563957214355, 'test_acc': 0.2800000011920929}
{'fold': 5, 'epoch': 20, 'train_loss': 1.7767796516418457, 'val_loss': 1.7844040393829346, 'test_acc': 0.2800000011920929}
{'fold': 5, 'epoch': 30, 'train_loss': 1.5513304471969604, 'val_loss': 1.560136079788208, 'test_acc': 0.2800000011920929}
{'fold': 5, 'epoch': 40, 'train_loss': 1.4586066007614136, 'val_loss': 1.4540530443191528, 'test_acc': 0.4399999976158142}
{'fold': 5, 'epoch': 50, 'train_loss': 1.2959332466125488, 'val_loss': 1.301385521888733, 'test_acc': 0.5}
{'fold': 6, 'epoch': 10, 'train_loss': 1.9254196882247925, 'val_loss': 1.9262012243270874, 'test_acc': 0.1428571492433548}
{'fold': 6, 'epoch': 20, 'train_loss': 1.8515695333480835, 'val_loss': 1.853287696838379, 'test_acc': 0.3877550959587097}
{'fold': 6, 'epoch': 30, 'train_loss': 1.5973256826400757, 'val_loss': 1.5744556188583374, 'test_acc': 0.36734694242477417}
{'fold': 6, 'epoch': 40, 'train_loss': 1.1632683277130127, 'val_loss': 1.1243716478347778, 'test_acc': 0.6326530575752258}
{'fold': 6, 'epoch': 50, 'train_loss': 0.8014786839485168, 'val_loss': 0.8234367966651917, 'test_acc': 0.6530612111091614}
{'fold': 7, 'epoch': 10, 'train_loss': 1.9297524690628052, 'val_loss': 1.9223114252090454, 'test_acc': 0.20408163964748383}
{'fold': 7, 'epoch': 20, 'train_loss': 1.8451206684112549, 'val_loss': 1.8101502656936646, 'test_acc': 0.30612245202064514}
{'fold': 7, 'epoch': 30, 'train_loss': 1.6727204322814941, 'val_loss': 1.5966225862503052, 'test_acc': 0.30612245202064514}
{'fold': 7, 'epoch': 40, 'train_loss': 1.4324411153793335, 'val_loss': 1.3304383754730225, 'test_acc': 0.4693877696990967}
{'fold': 7, 'epoch': 50, 'train_loss': 1.1475456953048706, 'val_loss': 1.1198642253875732, 'test_acc': 0.5102040767669678}
{'fold': 8, 'epoch': 10, 'train_loss': 1.9348609447479248, 'val_loss': 1.9336680173873901, 'test_acc': 0.1428571492433548}
{'fold': 8, 'epoch': 20, 'train_loss': 1.8869036436080933, 'val_loss': 1.8677897453308105, 'test_acc': 0.3265306055545807}
{'fold': 8, 'epoch': 30, 'train_loss': 1.7329920530319214, 'val_loss': 1.6547071933746338, 'test_acc': 0.3877550959587097}
{'fold': 8, 'epoch': 40, 'train_loss': 1.3911327123641968, 'val_loss': 1.3427425622940063, 'test_acc': 0.4897959232330322}
{'fold': 8, 'epoch': 50, 'train_loss': 1.1669416427612305, 'val_loss': 1.198960542678833, 'test_acc': 0.6122449040412903}
{'fold': 9, 'epoch': 10, 'train_loss': 1.9400233030319214, 'val_loss': 1.932448387145996, 'test_acc': 0.16326530277729034}
{'fold': 9, 'epoch': 20, 'train_loss': 1.8769241571426392, 'val_loss': 1.8477708101272583, 'test_acc': 0.3877550959587097}
{'fold': 9, 'epoch': 30, 'train_loss': 1.7279859781265259, 'val_loss': 1.6395161151885986, 'test_acc': 0.30612245202064514}
{'fold': 9, 'epoch': 40, 'train_loss': 1.5000271797180176, 'val_loss': 1.4398812055587769, 'test_acc': 0.4693877696990967}
{'fold': 9, 'epoch': 50, 'train_loss': 1.2460744380950928, 'val_loss': 1.2006473541259766, 'test_acc': 0.5918367505073547}
Val Loss: 1.1841, Test Accuracy: 0.541 +/- 0.082, Duration: 5.549
Model(14) results: accuracy=0.541, std=0.082, n_layers=5, n_hidden=64
Best Model(3) results: accuracy=0.807, std=0.044, n_layers=2, n_hidden=128

# Evaluating model(15): n_layers=5, n_hidden=128
{'fold': 0, 'epoch': 10, 'train_loss': 1.8943846225738525, 'val_loss': 1.877433180809021, 'test_acc': 0.2800000011920929}
{'fold': 0, 'epoch': 20, 'train_loss': 1.6635985374450684, 'val_loss': 1.6196262836456299, 'test_acc': 0.2800000011920929}
{'fold': 0, 'epoch': 30, 'train_loss': 1.2172350883483887, 'val_loss': 1.1128510236740112, 'test_acc': 0.41999998688697815}
{'fold': 0, 'epoch': 40, 'train_loss': 0.9072781205177307, 'val_loss': 0.8638643622398376, 'test_acc': 0.5199999809265137}
{'fold': 0, 'epoch': 50, 'train_loss': 0.6351677775382996, 'val_loss': 0.7567741274833679, 'test_acc': 0.6600000262260437}
{'fold': 1, 'epoch': 10, 'train_loss': 1.8782339096069336, 'val_loss': 1.8741331100463867, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 20, 'train_loss': 1.7112762928009033, 'val_loss': 1.754518985748291, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 30, 'train_loss': 1.4484926462173462, 'val_loss': 1.5951751470565796, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 40, 'train_loss': 1.1505376100540161, 'val_loss': 1.3789761066436768, 'test_acc': 0.6000000238418579}
{'fold': 1, 'epoch': 50, 'train_loss': 0.7774937152862549, 'val_loss': 1.3591351509094238, 'test_acc': 0.6600000262260437}
{'fold': 2, 'epoch': 10, 'train_loss': 1.8832355737686157, 'val_loss': 1.8736385107040405, 'test_acc': 0.3400000035762787}
{'fold': 2, 'epoch': 20, 'train_loss': 1.6424566507339478, 'val_loss': 1.6597380638122559, 'test_acc': 0.3799999952316284}
{'fold': 2, 'epoch': 30, 'train_loss': 1.2261390686035156, 'val_loss': 1.3707363605499268, 'test_acc': 0.4399999976158142}
{'fold': 2, 'epoch': 40, 'train_loss': 0.9872773885726929, 'val_loss': 1.2426064014434814, 'test_acc': 0.5199999809265137}
{'fold': 2, 'epoch': 50, 'train_loss': 0.7361472249031067, 'val_loss': 1.0483989715576172, 'test_acc': 0.6600000262260437}
{'fold': 3, 'epoch': 10, 'train_loss': 1.8665350675582886, 'val_loss': 1.8546154499053955, 'test_acc': 0.2800000011920929}
{'fold': 3, 'epoch': 20, 'train_loss': 1.5417184829711914, 'val_loss': 1.5273523330688477, 'test_acc': 0.41999998688697815}
{'fold': 3, 'epoch': 30, 'train_loss': 1.1436423063278198, 'val_loss': 1.1675574779510498, 'test_acc': 0.47999998927116394}
{'fold': 3, 'epoch': 40, 'train_loss': 0.8216859698295593, 'val_loss': 0.9732474684715271, 'test_acc': 0.6000000238418579}
{'fold': 3, 'epoch': 50, 'train_loss': 0.5754683613777161, 'val_loss': 0.9469099640846252, 'test_acc': 0.6200000047683716}
{'fold': 4, 'epoch': 10, 'train_loss': 1.8588510751724243, 'val_loss': 1.8547383546829224, 'test_acc': 0.2800000011920929}
{'fold': 4, 'epoch': 20, 'train_loss': 1.638154149055481, 'val_loss': 1.6433771848678589, 'test_acc': 0.2800000011920929}
{'fold': 4, 'epoch': 30, 'train_loss': 1.141743540763855, 'val_loss': 1.2062034606933594, 'test_acc': 0.5600000023841858}
{'fold': 4, 'epoch': 40, 'train_loss': 0.7880844473838806, 'val_loss': 1.023127555847168, 'test_acc': 0.7400000095367432}
{'fold': 4, 'epoch': 50, 'train_loss': 0.5477639436721802, 'val_loss': 1.1797958612442017, 'test_acc': 0.800000011920929}
{'fold': 5, 'epoch': 10, 'train_loss': 1.907342791557312, 'val_loss': 1.902043104171753, 'test_acc': 0.2800000011920929}
